id,weight,gender
1,73.75278292618893,M
2,67.98568904854065,F
3,70.83324884826662,M
4,56.22655578354856,F
5,72.07938969591748,M
6,61.312122278552955,F
7,72.3036575414425,M
8,68.17807869424824,F
9,77.43057895970685,M
10,66.33881209525028,F
11,74.97332575498078,M
12,66.5414905994937,F
13,72.83449581206871,M
14,60.26738836157819,F
15,72.35042178909023,M
16,59.30368770637402,F
17,71.3967472573442,M
18,56.21528860067287,F
19,75.55305108330691,M
20,64.51207639668749,F
21,61.30974172106519,M
22,63.97907664518964,F
23,71.92103223160579,M
24,64.41746374327711,F
25,67.7444687926452,M
26,70.95177240377207,F
27,72.23345968924275,M
28,64.65757593150896,F
29,73.3991213275457,M
30,67.00545547652116,F
31,61.31854489480635,M
32,53.645011316495086,F
33,70.69824719793273,M
34,50.670685010574104,F
35,71.76304319483357,M
36,66.42098117739586,F
37,71.95657914153016,M
38,67.58044475920106,F
39,67.99575231170869,M
40,51.00071165083924,F
41,76.18248320576308,M
42,62.97974900176623,F
43,68.66382920255766,M
44,72.7821574251522,F
45,73.81584632048214,M
46,59.55086726613663,F
47,69.6806408645829,M
48,61.18081523916865,F
49,68.28465529881423,M
50,61.77704826118356,F
51,65.87218081729822,M
52,67.03624398364943,F
53,79.16365282668345,M
54,63.216145964683655,F
55,76.32714527663691,M
56,67.90548557879588,F
57,69.47580327379255,M
58,65.42598984415827,F
59,71.94208333438178,M
60,63.28991503966921,F
61,76.76343498378473,M
62,65.48393926495295,F
63,74.64377054424538,M
64,65.7758421378898,F
65,69.99462128544633,M
66,62.6606585087654,F
67,77.84525332504874,M
68,56.70365013651192,F
69,76.39634742918338,M
70,63.436652473743194,F
71,75.46551727858777,M
72,56.881336132254305,F
73,71.35243721464533,M
74,63.16711665669366,F
75,74.48764712244775,M
76,51.14320938322837,F
77,73.91018076258202,M
78,61.16790180782361,F
79,64.84808525295944,M
80,66.15882200930167,F
81,67.53065804477761,M
82,63.327378438853714,F
83,69.05290711952856,M
84,64.61500702291083,F
85,72.0057659429148,M
86,66.25306782363407,F
87,70.871806710985,M
88,59.95660339313892,F
89,77.75602187010959,M
90,55.30238558273984,F
91,75.32297653708875,M
92,60.04442546111905,F
93,68.96548423489529,M
94,60.20382749559281,F
95,78.06602023655431,M
96,63.36743751124652,F
97,65.12490759484072,M
98,60.13340524066402,F
99,69.34936158033831,M
100,60.024805884732984,F
101,72.65307477426134,M
102,52.999133476223214,F
103,74.66266564906361,M
104,55.255726912084114,F
105,75.98617054174011,M
106,66.73997955786436,F
107,68.59901855388134,M
108,66.37224081210081,F
109,76.0192242351393,M
110,58.055057035627925,F
111,73.86138165812326,M
112,59.85877120441701,F
113,65.55301029773536,M
114,68.09160208094285,F
115,69.82858302399032,M
116,62.48250994944304,F
117,70.3862040832599,M
118,68.38945395818169,F
119,73.55647418326362,M
120,61.621874268493514,F
121,74.93948521810233,M
122,69.88799166109249,F
123,65.43187489740652,M
124,61.74564066509451,F
125,71.35644569017903,M
126,63.601290139283876,F
127,68.2064065304144,M
128,59.30368770637402,F
129,69.06097541801014,M
130,57.91253522083741,F
131,78.28900052985105,M
132,57.34255732056962,F
133,72.16212054597199,M
134,74.48465323311645,F
135,67.46238983633114,M
136,61.42345910513429,F
137,71.09899059412197,M
138,68.55385317551494,F
139,65.61196550192732,M
140,63.07404062073589,F
141,65.50647906060972,M
142,66.5039836366541,F
143,79.11593869512087,M
144,62.70197526088984,F
145,72.9624942621867,M
146,65.38539883271689,F
147,74.11069234660123,M
148,60.94620714348186,F
149,76.39065312832838,M
150,69.50236792143771,F
151,70.22136931247812,M
152,57.26630303516087,F
153,75.53742328960394,M
154,67.16964842786142,F
155,70.73891811196741,M
156,64.49345542726064,F
157,78.83609239997784,M
158,70.93928228449813,F
159,75.20192754448581,M
160,66.81488737600525,F
161,71.84538639531895,M
162,59.881479410876054,F
163,70.40592979994045,M
164,67.9170115665329,F
165,72.93550500236228,M
166,53.02813473151446,F
167,73.80063635424982,M
168,60.42339024025974,F
169,75.37927813840358,M
170,58.318759681349825,F
171,79.185670845855,M
172,63.77808621889974,F
173,71.65404993503459,M
174,62.509659654494264,F
175,78.2807826170607,M
176,70.5670978493642,F
177,68.10837617913842,M
178,64.80058348304833,F
179,78.54906001011017,M
180,65.45353773819062,F
181,71.53382999289369,M
182,58.991807529836564,F
183,73.09286922723159,M
184,66.43141999006365,F
185,68.5432198277206,M
186,55.24908612299909,F
187,79.39048873112216,M
188,63.12577313094562,F
189,65.99532205747434,M
190,63.46209990581044,F
191,78.70799039978311,M
192,63.752853930234444,F
193,71.7017239148158,M
194,61.46406469673666,F
195,75.21853338262929,M
196,61.072648707217276,F
197,71.416519749886,M
198,64.76531594617595,F
199,68.45624629167578,M
200,69.11097257699791,F
201,64.75747409153223,M
202,70.22407774479493,F
203,76.56984309450601,M
204,58.30970545397645,F
205,72.81546245634969,M
206,62.9520674695752,F
207,70.06929667196275,M
208,57.30485431429799,F
209,74.94954801512475,M
210,63.505563952328174,F
211,68.39791542045961,M
212,62.73432752127727,F
213,73.58449847746438,M
214,52.926816470467486,F
215,68.01080415565947,M
216,61.451230736079005,F
217,74.63258074721155,M
218,54.991008501672155,F
219,76.3945412135102,M
220,60.82259097276072,F
221,63.3717523400544,M
222,68.643575879502,F
223,73.52006637142263,M
224,53.411121364297564,F
225,74.81013553025178,M
226,62.78329942673182,F
227,89.28955287724344,M
228,52.81755264218908,F
229,80.6296421279762,M
230,59.724409815528574,F
231,67.39252521505375,M
232,59.60170943706345,F
233,72.76513469548006,M
234,54.88404506760231,F
235,68.41642923909455,M
236,63.417031124221445,F
237,75.19913812043986,M
238,70.67611295332452,F
239,72.49513075182456,M
240,56.22655578354856,F
241,80.31620150394409,M
242,68.57904933054279,F
243,79.03591309451097,M
244,59.32770582125276,F
245,70.43696919693527,M
246,70.64316598148989,F
247,68.61416514067388,M
248,67.52845733952091,F
249,80.82747990328274,M
250,59.09983254882379,F
251,73.03318720235738,M
252,70.58588306752141,F
253,67.70227661617469,M
254,62.00054444970217,F
255,71.99193598021333,M
256,66.51031896868972,F
257,69.74743033346466,M
258,60.16381414120404,F
259,71.0860479811789,M
260,59.831089523776214,F
261,72.53877664692195,M
262,69.2183790861241,F
263,72.76082934647042,M
264,62.57236092826349,F
265,76.49522227832541,M
266,65.11616455804703,F
267,65.13164216104617,M
268,57.060321572937525,F
269,73.3890409005642,M
270,64.92021469971255,F
271,64.4662184197264,M
272,64.9303947153637,F
273,66.52553518235514,M
274,67.37581108412274,F
275,79.98027417182745,M
276,66.63492576418398,F
277,80.18847940611634,M
278,64.36858313691957,F
279,73.16049902500176,M
280,62.444041786379486,F
281,72.360556012192,M
282,57.45425973114887,F
283,74.58181347272301,M
284,63.53259154689659,F
285,65.89654751350376,M
286,59.916505450669874,F
287,75.22611336448043,M
288,65.63104596469817,F
289,72.799546251399,M
290,55.84967189738373,F
291,74.30898693518745,M
292,58.457566172385796,F
293,74.1988278459386,M
294,64.41096698502287,F
295,72.66022235542789,M
296,61.703208136182894,F
297,76.74214950930161,M
298,55.5026796984422,F
299,77.63467053817394,M
300,56.84823644336184,F
301,77.34407498328947,M
302,62.824997404623716,F
303,71.89051776266886,M
304,60.980061439061245,F
305,67.31015015887829,M
306,54.94408178085024,F
307,66.39436634362346,M
308,55.97785766754429,F
309,72.79522317375647,M
310,62.56663207854908,F
311,69.67426470813948,M
312,67.52574070730343,F
313,74.98243732357915,M
314,64.44044909251302,F
315,69.26897869637816,M
316,45.12658839091603,F
317,77.42779106879316,M
318,66.5039836366541,F
319,68.62835857677359,M
320,61.90398286177485,F
321,76.6536783871785,M
322,58.55844236960728,F
323,68.33564228099026,M
324,47.22804568370271,F
325,63.27579728271176,M
326,67.90548557879588,F
327,72.43244504586706,M
328,61.06467594892652,F
329,72.84847540639257,M
330,70.31337127143864,F
331,75.87863646236495,M
332,67.29696030420388,F
333,70.97707278566665,M
334,53.92241082275054,F
335,75.23655802726407,M
336,69.04173266357786,F
337,67.53645283786477,M
338,58.07042436469035,F
339,73.41194716814624,M
340,57.41066947596464,F
341,66.18193090258565,M
342,59.10327666641752,F
343,63.69421645421025,M
344,57.38356891434077,F
345,72.25528019644172,M
346,60.75142660399813,F
347,79.80476415731978,M
348,63.27823182218854,F
349,69.38560437897154,M
350,61.922388047083295,F
351,67.44569036174815,M
352,58.14971970516863,F
353,73.62085258733539,M
354,64.73366812331743,F
355,77.60088290531853,M
356,75.18112250323414,F
357,74.8719473054282,M
358,51.867532471609834,F
359,73.4965667717605,M
360,65.14170137881254,F
361,72.81012078723022,M
362,56.0411135927479,F
363,78.38749973621655,M
364,73.63625826511692,F
365,77.43313416744527,M
366,60.048626870576406,F
367,81.53300057921815,M
368,62.89019125232206,F
369,78.09630201422907,M
370,66.5039836366541,F
371,75.86387484829807,M
372,63.114380565320594,F
373,67.50572890490264,M
374,71.21342354571298,F
375,73.34336378327687,M
376,67.45304426907208,F
377,73.25369899658631,M
378,67.5704336268152,F
379,72.4201160096935,M
380,56.96507832814597,F
381,74.92949453053242,M
382,58.058003704811306,F
383,71.00922535817026,M
384,67.49348278343243,F
385,69.48334292770907,M
386,56.90243218004572,F
387,79.07396263593897,M
388,63.47317307241121,F
389,76.13926283372639,M
390,67.28964678854825,F
391,77.16897981138533,M
392,59.239899384432576,F
393,70.70145341625867,M
394,61.73234762555328,F
395,75.92709200155487,M
396,61.48369342412249,F
397,78.62955351222598,M
398,62.95849324469579,F
399,68.7828276673627,M
400,58.774227145920726,F
401,67.86512509810979,M
402,60.950895211763736,F
403,66.18404111068374,M
404,58.41545724124802,F
405,63.49644397191363,M
406,65.98665821463753,F
407,68.67527549568969,M
408,64.70913702923784,F
409,65.16601958008192,M
410,52.37066441384779,F
411,73.3518766272374,M
412,73.353293113209,F
413,81.49751127988897,M
414,62.42408234654331,F
415,69.68879415282382,M
416,52.13582004527188,F
417,77.0210130128162,M
418,64.5020603877136,F
419,73.5893504738544,M
420,60.16439016783711,F
421,69.85324279122142,M
422,56.76792742323643,F
423,71.48187331614317,M
424,66.29338220712319,F
425,75.87344487671842,M
426,69.84039483290357,F
427,69.13323634072653,M
428,57.20705414944799,F
429,64.69059915439081,M
430,60.83043426906474,F
431,70.85500899566593,M
432,66.1295512912428,F
433,72.59627230077518,M
434,60.75142660399813,F
435,67.6928377992637,M
436,56.38695416235495,F
437,70.387043157173,M
438,53.877163736885294,F
439,62.84861620591458,M
440,54.06591476927569,F
441,68.91165955153907,M
442,60.74851684517063,F
443,75.95505165585821,M
444,71.11122969388181,F
445,74.03261374431372,M
446,54.28780246479178,F
447,71.3464120918725,M
448,56.62848703420501,F
449,72.05328631060756,M
450,64.04176884834433,F
451,73.51057389302004,M
452,61.299767700828376,F
453,73.12703987403859,M
454,67.74926843757602,F
455,73.57867858138749,M
456,60.02574249676257,F
457,75.68837368286367,M
458,61.400646932253565,F
459,80.58316707217178,M
460,55.411670665398596,F
461,71.58806625950719,M
462,62.37506448235698,F
463,73.27497512453763,M
464,64.9583557916171,F
465,69.24687352423311,M
466,64.69715298555681,F
467,75.02636461913309,M
468,71.08551385416033,F
469,77.26759039075546,M
470,61.61047416330019,F
471,78.2402119235982,M
472,64.13563299929099,F
473,74.79778682855715,M
474,57.4752421068627,F
475,66.53378705427951,M
476,62.97043053142894,F
477,66.23542614620872,M
478,55.865365138756914,F
479,72.91096049748433,M
480,68.33600352423966,F
481,76.18764845756228,M
482,62.10522807743688,F
483,67.82695305558258,M
484,56.29176466271615,F
485,69.20391116131853,M
486,57.617526544924374,F
487,80.21642606623949,M
488,69.56490347214083,F
489,66.36731227390413,M
490,55.71765058241933,F
491,73.56825761661703,M
492,65.26240222025154,F
493,68.93113226542695,M
494,68.83726188805443,F
495,61.03599429649988,M
496,64.97354077249311,F
497,80.37903451117907,M
498,58.1305536082574,F
499,74.04414016467759,M
500,65.75381415003648,F
501,72.12627656123864,M
502,68.21871177391832,F
503,69.42752630056937,M
504,66.60856785435176,F
505,77.33658854393431,M
506,61.35017361096253,F
507,84.01013127712497,M
508,65.97691941557397,F
509,75.31702825937812,M
510,53.43529542754881,F
511,67.56275684380311,M
512,57.49564117843043,F
513,73.45683670557875,M
514,65.83239356111206,F
515,79.38030355445697,M
516,58.39457417065452,F
517,73.67904780221711,M
518,61.43135801950938,F
519,65.21173996430282,M
520,58.38402829345755,F
521,78.38749973621655,M
522,66.2067740504938,F
523,75.23675185610801,M
524,66.10556966284798,F
525,77.72067061405123,M
526,55.19625462949515,F
527,69.6159129825759,M
528,61.825824277529975,F
529,66.60677770746211,M
530,57.16556386410306,F
531,71.22126112121501,M
532,56.104391623886514,F
533,71.48471520447718,M
534,63.454030074643676,F
535,78.87569332613926,M
536,62.07372466550475,F
537,65.2224819582768,M
538,71.07385878724833,F
539,69.64854955435429,M
540,62.85411955384026,F
541,79.61746968340893,M
542,63.210729947102195,F
543,77.59475291021155,M
544,64.88266402489268,F
545,70.5842829370334,M
546,56.39297203445288,F
547,77.05628123997344,M
548,61.98510634009961,F
549,64.76873186568132,M
550,60.73285218759511,F
551,62.12945048518375,M
552,69.5724073568119,F
553,73.56825761661703,M
554,66.83014649287513,F
555,67.83280037499497,M
556,63.78216826686125,F
557,80.21449629225984,M
558,50.07516975269505,F
559,72.05137452636158,M
560,60.002077996966506,F
561,66.82944587963082,M
562,67.65044353787086,F
563,76.33949486909728,M
564,62.06668127373659,F
565,74.08616860552902,M
566,75.1438300759008,F
567,62.38715197852672,M
568,65.26672191969745,F
569,72.24900801747407,M
570,63.19362209905164,F
571,69.6159129825759,M
572,70.52149844966739,F
573,62.479844621584384,M
574,63.771535246618136,F
575,70.61033872557675,M
576,73.43744949232844,F
577,70.16783488206211,M
578,57.88014879252689,F
579,83.18045213501448,M
580,72.97867119572574,F
581,65.48337493281869,M
582,66.83336403691713,F
583,70.35688379089396,M
584,65.04171525128636,F
585,72.39323044515828,M
586,58.372277693381825,F
587,73.83621531530032,M
588,61.409746026873385,F
589,64.2022820614681,M
590,63.781800548038056,F
591,69.40340215219848,M
592,65.53449680507977,F
593,71.00923044871868,M
594,63.18881158309626,F
595,71.09192511271536,M
596,58.13043710514663,F
597,74.28251699839407,M
598,64.3701120274264,F
599,62.377633084232635,M
600,58.725373304761725,F
601,73.83754712342369,M
602,72.7821574251522,F
603,66.78293796805781,M
604,68.28495767315977,F
605,66.19574418726869,M
606,66.47337474221088,F
607,75.58699013459899,M
608,63.29069811299704,F
609,70.3163424197909,M
610,62.33147999525659,F
611,72.63604028122757,M
612,59.69031339132901,F
613,71.66647632020761,M
614,68.97495011843543,F
615,70.08888527537127,M
616,55.64655766071807,F
617,66.54420573314275,M
618,67.42445157310947,F
619,63.58275081452735,M
620,65.572242614279,F
621,75.06302497854544,M
622,73.75492268966445,F
623,77.53208364468344,M
624,63.436848942743985,F
625,67.90400185010135,M
626,53.58778733403649,F
627,67.31571449166826,M
628,62.68467104473808,F
629,71.73015633372214,M
630,71.19781537910906,F
631,69.06097541801014,M
632,62.93342410000255,F
633,72.6440560755134,M
634,64.5055392974561,F
635,74.81599389494194,M
636,58.23690200681583,F
637,75.70520197882726,M
638,70.43078372524724,F
639,70.68272678511411,M
640,57.761165433453996,F
641,68.17996384767963,M
642,62.96948759258591,F
643,73.23797243005514,M
644,58.98375490494357,F
645,64.48882549710699,M
646,62.47965912742713,F
647,71.54813577567016,M
648,59.48653778612062,F
649,74.59410178624233,M
650,59.66336051794919,F
651,68.97447748817827,M
652,63.82767061483305,F
653,71.76304319483357,M
654,68.17807869424824,F
655,63.53302845275937,M
656,57.242315870683754,F
657,66.80763024758676,M
658,66.3264031181004,F
659,70.98572822095844,M
660,61.04143789331482,F
661,66.67051004932513,M
662,67.91584313972187,F
663,76.29229035680677,M
664,58.644674399559165,F
665,73.17106269690626,M
666,70.95884996429851,F
667,78.66094564717586,M
668,65.3401253591952,F
669,72.66317769549627,M
670,58.010409535612006,F
671,72.20151700587128,M
672,72.28495341443758,F
673,80.9072725261684,M
674,67.30821927756239,F
675,84.76613371015934,M
676,49.22431566946634,F
677,63.88328937010418,M
678,72.17752408624692,F
679,71.99620084049495,M
680,51.292787159724334,F
681,68.37090987252245,M
682,70.21658205911791,F
683,77.14361357095311,M
684,61.74301015352041,F
685,83.21287634985235,M
